,-10 degC,-9 degC,-8 degC,-7 degC,-6 degC,-5 degC,-4 degC,-3 degC,-2 degC,-1 degC,0 degC,1 degC,2 degC,3 degC,4 degC,5 degC,6 degC,7 degC,8 degC,9 degC,10 degC
1,1.5013789599977985,1.4665351022775497,1.4283352293410025,1.3866481261955814,1.3413934657027096,1.2925553004494146,1.2401949821375906,1.1844623638036207,1.1256040486377465,1.063967495939375,1.0,0.934241915800191,0.8673139825202361,0.7998991343206786,0.732719716549843,0.6665114740751585,0.6019959910565478,0.539853406654923,0.4806972038904971,0.4250526856244519,0.3733404412908973
2,1.5550362262488977,1.5158695647571134,1.473014971542247,1.4263555368305019,1.3758371424978277,1.3214835530120275,1.263410516292022,1.2018375243322066,1.1370957873698724,1.069631035155653,1.0,0.9288598597677717,0.8569504983355284,0.7850701233461385,0.7140454919443939,0.6446986457314944,0.5778125529428357,0.5140983136854437,0.45416654237408743,0.398505180855219,0.3474653494111451
3,1.8251231053391883,1.7602368405244682,1.6903630922732504,1.61565099797604,1.536389128837084,1.4530164038817965,1.3661254435382602,1.276456694845052,1.184882412229192,1.0923805820025272,1.0,0.9088187763280625,0.8198993731474553,0.7342437411708865,0.6527521343381346,0.5761887555373568,0.5051565993446636,0.4400828444137827,0.3812150660071519,0.32862753846402987,0.28223609589165677
4,2.4810251622444017,2.3363482715416293,2.1866792386335945,2.0333982643115567,1.8780734034435695,1.7224100850750328,1.5681888154149222,1.4171950780931977,1.271146394588398,1.1316219436445083,1.0,0.8774077505901281,0.7646868627244857,0.6623766591472442,0.5707150909876477,0.48965610199458426,0.41890064245065645,0.35793766842093455,0.30609103045928204,0.26256821415157655,0.22650736822150852
5,3.324966751597017,3.0500438038028657,2.7769565139015038,2.5089581870616815,2.249216568998848,2.0006775699513213,1.7659408985355955,1.5471574077839745,1.3459557526398611,1.1634029465560811,1.0,0.8557104710276711,0.730016873079627,0.6219977996162696,0.5304175418897731,0.4538199385097457,0.39061908408791535,0.33918108710245676,0.29789297934046444,0.26521681573415057,0.23972870203918636
6,4.19507004616134,3.743238997023433,3.3135943949072626,2.9105489895932233,2.537604184280305,2.1972415495720106,1.8908836190577925,1.6189220620164393,1.3808047393368152,1.1751682652338882,1.0,0.8528129603571403,0.7308186622571694,0.631085855457386,0.5506767994801243,0.4867565176163899,0.43667383320299535,0.39801561807824837,0.368637444869299,0.34667477462271595,0.3305390768032347
7,4.576151838623243,4.0197291385104075,3.5040464886915377,3.032795385391388,2.6082015219080956,2.2310369208561203,1.9007215909881041,1.615497934569928,1.3726551415128032,1.1687785151534982,1.0,0.8622303380492182,0.7513590683514321,0.663414749115983,0.5946833063579056,0.541786676460968,0.5017266965759842,0.47190060639665204,0.45009484191184723,0.4344633732865197,0.4234959888375714
8,4.580138964620703,4.0298393057232715,3.5177796704897353,3.0480896489290408,2.623428729390448,2.2449747140060294,1.9125099176131313,1.6245873888572027,1.3787527352772802,1.171794792797431,1.0,0.8593898765738843,0.7459271120798483,0.6556821476459453,0.5849577867566637,0.5303737222677118,0.48891572961955504,0.4579557614715125,0.43524956808073423,0.4189181003579314,0.4074181468387669
9,3.7137071756430218,3.3740727944876707,3.0404856110085046,2.7171763671947837,2.408098921368223,2.1167442803256944,1.845985132958781,1.5979648236553927,1.3740395022239513,1.1747758068323797,1.0,0.8488890905586525,0.7200909605039008,0.6118592411025462,0.5221895203818772,0.4489458957703002,0.389970191592897,0.34316962524719996,0.3065817704611692,0.2784180045564381,0.2570881383541215
10,2.5867825874763617,2.4301901447081793,2.2682673481735334,2.102612196548528,1.935041031896392,1.7675243930211055,1.6021076836675925,1.4408224657695288,1.2855955529435241,1.138163552439087,1.0,0.8722608329199303,0.7557518771623837,0.6509196080325721,0.5578640419343376,0.4763705640307651,0.4059560435798011,0.3459238630961062,0.2954224843851946,0.2535027752416991,0.2191703328510156
11,1.9040248292815307,1.8319147871483712,1.7544206614497115,1.6717523311158258,1.58427894353564,1.4925399047429475,1.3972470239605563,1.299275932668115,1.199645749736985,1.0994871127802999,1.0,0.9024040358812178,0.8078850044734016,0.7175419097071162,0.6323390102414834,0.5530667892824965,0.4803148614325885,0.41445851223287045,0.3556591080291893,0.30387721762344005,0.25889614503825803
12,1.5923434854119498,1.5502588403245292,1.5042332472161823,1.4541557781586218,1.3999884671367635,1.3417835020101128,1.279699049425546,1.2140119897657349,1.1451257081086956,1.073571184183743,1.0,0.925168545498138,0.8499135992730728,0.7751204809194636,0.7016859542232371,0.6304788297760813,0.5623016191409994,0.4978565413921149,0.43771867624536737,0.38231818632402437,0.33193245312990566
